mass_A
t	x	y	v
0.0	-0.43836646266726254	0.3790876868329408	
0.009999999999999998	-0.4321914793531477	0.3708160336404964	1.1348810766934287
0.019999999999999997	-0.4244431117356168	0.36116222108922935	1.1844731334755263
0.029999999999999995	-0.4177673552637526	0.3520241394883929	1.1563553757310894
0.04000000000000022	-0.4111388132736991	0.3422450663235384	1.2200726767086951
0.05000000000000022	-0.4028005787829894	0.3327517100526592	1.2699970388760315
0.06000000000000022	-0.3948044109144191	0.322793992032726	1.3105708553762432
0.07000000000000021	-0.38629466545855395	0.3123901479291169	1.4244652443952015
0.08000000000000021	-0.37670918114990265	0.3007893754088148	1.5136488407639912
0.09000000000000022	-0.36783916423542545	0.288393323142042	1.5238279330487356
0.09999999999999999	-0.35853834624770325	0.2763222262742543	1.5274297710492322
0.10999999999999999	-0.349090211822671	0.2642750009446077	1.5729423758470462
0.11999999999999998	-0.3378407625846816	0.25263110731363203	1.7166777180386656
0.12999999999999998	-0.3256278325792113	0.23920889404145562	1.7859953750508524
0.13999999999999996	-0.31383114007321605	0.22618399369535347	1.8064709561341248
0.14999999999999997	-0.3014068489126797	0.21240070729993832	1.8199860615392567
0.15999999999999998	-0.2898852902733962	0.1987698370779534	1.7886591846913453
0.16999999999999998	-0.27762777287607004	0.18567476083517448	1.9238857686094042
0.17999999999999997	-0.2626647728412699	0.17157465347882273	1.964503457739739
0.18999999999999997	-0.24914145478727456	0.15861484184171631	2.0230989984742656
0.19999999999999998	-0.23391087953022038	0.14310738380806198	2.132641200471308
0.20999999999999996	-0.21914633475472667	0.12829065726550515	2.0930991619858728
0.21999999999999997	-0.20372125732435986	0.1141071708462611	2.1320020708188885
0.22999999999999998	-0.18650362842409174	0.10085661171253679	2.2436934445530974
0.23999999999999996	-0.16827860853216237	0.08658476623029115	2.3020717309222403
0.24999999999999997	-0.15067660549479578	0.0719388294713581	2.2476316159659326
0.25999999999999995	-0.13373123316665514	0.057823368354134375	2.25164885546411
0.26999999999999996	-0.11447452058967589	0.04515491497314439	2.433501366805279
0.2799999999999999	-0.09267824726663654	0.03168099069658137	2.4725704569087563
0.29000000000000015	-0.07301375098212248	0.01820224443197882	2.415475882989043
0.30000000000000016	-0.0526152346192893	0.004685351898078616	2.4608353930325886
0.31000000000000016	-0.032229222147269976	-0.009346013958703936	2.5704402121475827
0.3200000000000002	-0.007725568091660584	-0.020370246133667003	2.693409030607876
0.3300000000000002	0.016130650110400158	-0.03307581879746879	2.606230145499067
0.3400000000000002	0.03814289595857845	-0.045130258940512535	2.559555731819468
0.35000000000000014	0.06120358445912688	-0.057344333521516244	2.667196945414127
0.36000000000000015	0.08726891965893702	-0.0659199105403438	2.7730577585901357
0.36999999999999994	0.11300425829843452	-0.07715922496165278	2.693172442150141
0.37999999999999995	0.13689135965479204	-0.08686948261522104	2.675465342342228
0.38999999999999996	0.16312417139764457	-0.09590062912882763	2.7765177099981755
0.39999999999999997	0.18959946072467126	-0.10434736347019896	2.832268851629475
0.4099999999999999	0.21656238925266091	-0.11469040325317553	2.7946498246392224
0.41999999999999993	0.24230509866140248	-0.12295227644028844	2.7500946876629753
0.42999999999999994	0.26986869764304955	-0.12824200102737343	2.8794553109050427
0.43999999999999995	0.2989753796292558	-0.13319846646508643	2.8506676537233426
0.44999999999999996	0.3257577205601139	-0.13950874617269698	2.7839025311479886
0.45999999999999996	0.35341454353847723	-0.14487848162080424	2.855983151524183
0.4699999999999999	0.38248831874840516	-0.1461642051286683	2.905759202530103
0.4799999999999999	0.41129263462418786	-0.15012263927571218	2.8881399079871577
0.48999999999999994	0.43981209505400876	-0.15327233577662108	2.832230752550235
0.49999999999999994	0.467851697809774	-0.1532346781323804	2.9077600502518024
0.5099999999999999	0.49785137089562914	-0.1569424670707859	2.9129311874624886	
