mass_A
t	x	y
0.0	-0.42679256294606416	0.3618953310245981
0.01	-0.422017568298905	0.3532867935435479
0.02	-0.41332851193283915	0.3429697466774905
0.03	-0.406284799740857	0.33406296346955205
0.04	-0.3989710348580682	0.3251941868772719
0.05	-0.3917735976114827	0.315935845721605
0.06000000000000023	-0.3813072463542966	0.3035251300980159
0.07000000000000023	-0.37339490570703104	0.2914176637320953
0.08000000000000022	-0.36744414120924135	0.2808101020933939
0.09000000000000023	-0.3571089532261313	0.2690702577222393
0.10000000000000023	-0.3463676615786776	0.2575696509939443
0.11000000000000022	-0.33499197330757763	0.24561269613842593
0.12	-0.32411186380547563	0.2326260659757297
0.13	-0.3149597940020673	0.21956798559854615
0.14	-0.3024740622627119	0.20634919510926963
0.15	-0.2911454466134648	0.19375448972399595
0.16	-0.27816633738312446	0.1800561678727685
0.17	-0.2628415380674185	0.16751344671733837
0.18	-0.24945639341155157	0.15308093808590906
0.19	-0.23563205196620152	0.1383591291849533
0.2	-0.22209181246377419	0.12555595085767496
0.21	-0.2061543748226844	0.11167002925342212
0.22	-0.19022034989415015	0.09788875183731888
0.23	-0.17340417586388956	0.08398052026546154
0.24	-0.1571149523103007	0.06967705525284068
0.25	-0.14039254697996795	0.05586095568113658
0.26	-0.1208129287968609	0.04343501321830989
0.27	-0.10120460245825524	0.029646971513610676
0.28	-0.08216484804651925	0.015871049563321915
0.29	-0.06245010295388498	0.003004156461985652
0.3	-0.040934870299558335	-0.009024321415059211
0.3100000000000002	-0.018536329679143648	-0.021018909336031122
0.32000000000000023	0.003160267533531602	-0.03337660406841292
0.33000000000000024	0.024768952798620902	-0.04539521041056366
0.34000000000000025	0.04885680228807765	-0.054287641561205635
0.3500000000000002	0.07300964638612206	-0.0650157378011722
0.3600000000000002	0.09656640928140348	-0.07681300365121063
0.3700000000000002	0.12066862841733261	-0.08564019347113588
0.3800000000000002	0.14575313777354448	-0.09359623940079115
0.39	0.17027946538468397	-0.10517122071763668
0.4	0.19575209476987754	-0.1125457093455568
0.41	0.2211742661049937	-0.11976064140545567
0.42	0.24778536112903282	-0.1262196137720734
0.43	0.27451596184934635	-0.13287674653012121
0.44	0.30092063427854254	-0.13805280803881298
0.45	0.3272487316367806	-0.14089486640558196
0.46	0.35521915227207457	-0.14442680432954863
0.47	0.3821216940818012	-0.14826008077867142
0.48	0.4091396945213185	-0.15002099770965965
0.49	0.43704157503496244	-0.15059471152552978
0.5	0.46521893972179995	-0.1517429608323127
0.51	0.49302912661556986	-0.1530781542625715
